LebwohlLasher.py: Size: 50, Steps: 50, T*: 0.500: Order: 0.491, Time: 6.249459 s
         1423215 function calls (1408898 primitive calls) in 7.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       11    0.000    0.000    0.000    0.000 core.py:1663(__call__)
        3    0.000    0.000    0.000    0.000 core.py:1683(suppress)
      154    0.000    0.000    0.000    0.000 core.py:1700(leave_whitespace)
      131    0.000    0.000    0.000    0.000 core.py:1711(set_whitespace_chars)
  215/110    0.000    0.000    0.002    0.000 core.py:1832(default_name)
       44    0.000    0.000    0.000    0.000 core.py:1844(set_name)
  266/157    0.000    0.000    0.002    0.000 core.py:1857(name)
   148/39    0.000    0.000    0.001    0.000 core.py:1862(__str__)
       97    0.000    0.000    0.000    0.000 core.py:1868(streamline)
       39    0.000    0.000    0.000    0.000 core.py:1873(recurse)
        1    0.000    0.000    0.000    0.000 core.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
      131    0.000    0.000    0.000    0.000 core.py:1915(__eq__)
        1    0.000    0.000    0.000    0.000 core.py:192(_should_enable_warnings)
      156    0.000    0.000    0.000    0.000 core.py:1924(__hash__)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2220(_PendingSkip)
        1    0.000    0.000    0.000    0.000 core.py:2261(Token)
       82    0.000    0.000    0.001    0.000 core.py:2266(__init__)
        5    0.000    0.000    0.000    0.000 core.py:2269(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:227(update_user_library)
        1    0.000    0.000    0.000    0.000 core.py:2273(Empty)
        2    0.000    0.000    0.000    0.000 core.py:2278(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2284(NoMatch)
        1    0.000    0.000    0.000    0.000 core.py:2299(Literal)
       35    0.000    0.000    0.000    0.000 core.py:2315(__init__)
       49    0.000    0.000    0.000    0.000 core.py:2333(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:2344(_SingleCharLiteral)
       47    0.000    0.000    0.000    0.000 core.py:2345(parseImpl)
        2    0.000    0.000    0.035    0.017 core.py:235(read_style_directory)
        1    0.000    0.000    0.000    0.000 core.py:2354(Keyword)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        1    0.000    0.000    0.000    0.000 core.py:246(update_nested_dict)
        1    0.000    0.000    0.000    0.000 core.py:2472(CaselessLiteral)
        1    0.000    0.000    0.000    0.000 core.py:2499(CaselessKeyword)
        1    0.000    0.000    0.000    0.000 core.py:2524(CloseMatch)
        7    0.000    0.000    0.000    0.000 core.py:2550(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:257(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2595(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:260(_StyleLibrary)
        1    0.000    0.000    0.000    0.000 core.py:2613(Word)
       18    0.000    0.000    0.001    0.000 core.py:262(_trim_arity)
        8    0.000    0.000    0.004    0.001 core.py:2678(__init__)
        1    0.000    0.000    0.000    0.000 core.py:2703(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:276(reload_library)
       10    0.000    0.000    0.001    0.000 core.py:2791(_generateDefaultName)
       15    0.000    0.000    0.001    0.000 core.py:2792(charsAsStr)
        1    0.000    0.000    0.000    0.000 core.py:2814(__new__)
       16    0.000    0.000    0.000    0.000 core.py:2820(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:2853(_WordRegex)
        1    0.000    0.000    0.000    0.000 core.py:2863(Char)
       12    0.000    0.000    0.000    0.000 core.py:287(wrapper)
        1    0.000    0.000    0.000    0.000 core.py:2890(Regex)
       28    0.000    0.000    0.001    0.000 core.py:2915(__init__)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        4    0.000    0.000    0.001    0.000 core.py:2961(re)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
        4    0.000    0.000    0.001    0.000 core.py:2973(re_match)
       39    0.000    0.000    0.000    0.000 core.py:2981(_generateDefaultName)
       37    0.000    0.000    0.001    0.000 core.py:2984(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3045(QuotedString)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        1    0.000    0.000    0.000    0.000 core.py:322(condition_as_parse_action)
        1    0.000    0.000    0.000    0.000 core.py:3241(CharsNotIn)
        1    0.000    0.000    0.000    0.000 core.py:3262(__init__)
        2    0.000    0.000    0.000    0.000 core.py:3297(_generateDefaultName)
        4    0.000    0.000    0.000    0.000 core.py:3304(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3321(White)
        1    0.000    0.000    0.000    0.000 core.py:3357(__init__)
       22    0.000    0.000    0.000    0.000 core.py:3361(<genexpr>)
        2    0.000    0.000    0.000    0.000 core.py:3379(_generateDefaultName)
        6    0.000    0.000    0.000    0.000 core.py:3380(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3398(PositionToken)
        7    0.000    0.000    0.000    0.000 core.py:3399(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3405(GoToColumn)
        4    0.000    0.000    0.000    0.000 core.py:3407(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 core.py:3436(LineStart)
        1    0.000    0.000    0.000    0.000 core.py:3459(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3483(LineEnd)
        3    0.000    0.000    0.000    0.000 core.py:3488(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3506(StringStart)
        1    0.000    0.000    0.000    0.000 core.py:3511(__init__)
        1    0.000    0.000    0.000    0.000 core.py:3523(StringEnd)
        2    0.000    0.000    0.000    0.000 core.py:3528(__init__)
        9    0.000    0.000    0.000    0.000 core.py:3532(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:3543(WordStart)
        1    0.000    0.000    0.000    0.000 core.py:3569(WordEnd)
        1    0.000    0.000    0.000    0.000 core.py:3596(ParseExpression)
       79    0.000    0.000    0.001    0.000 core.py:3601(__init__)
      242    0.000    0.000    0.000    0.000 core.py:3614(<genexpr>)
       22    0.000    0.000    0.000    0.000 core.py:3627(recurse)
     55/8    0.000    0.000    0.004    0.000 core.py:3635(leave_whitespace)
       55    0.000    0.000    0.003    0.000 core.py:3643(<listcomp>)
     35/5    0.000    0.000    0.002    0.000 core.py:3675(streamline)
   114/57    0.000    0.000    0.004    0.000 core.py:3722(copy)
   114/57    0.000    0.000    0.003    0.000 core.py:3724(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:3727(_setResultsName)
        1    0.000    0.000    0.000    0.000 core.py:3757(And)
        1    0.000    0.000    0.000    0.000 core.py:3775(_ErrorStop)
       63    0.000    0.000    0.002    0.000 core.py:3783(__init__)
      135    0.000    0.000    0.000    0.000 core.py:3803(<genexpr>)
     25/6    0.000    0.000    0.002    0.000 core.py:3816(streamline)
       52    0.000    0.000    0.000    0.000 core.py:3819(<genexpr>)
       64    0.000    0.000    0.000    0.000 core.py:3858(<genexpr>)
    63/11    0.000    0.000    0.005    0.000 core.py:3861(parseImpl)
       24    0.000    0.000    0.000    0.000 core.py:3903(_generateDefaultName)
       84    0.000    0.000    0.000    0.000 core.py:3904(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:3911(Or)
        1    0.000    0.000    0.002    0.002 core.py:400(ParserElement)
        1    0.000    0.000    0.000    0.000 core.py:4066(MatchFirst)
       16    0.000    0.000    0.001    0.000 core.py:4084(__init__)
       47    0.000    0.000    0.000    0.000 core.py:4087(<genexpr>)
       47    0.000    0.000    0.000    0.000 core.py:4088(<genexpr>)
     12/5    0.000    0.000    0.001    0.000 core.py:4092(streamline)
       31    0.000    0.000    0.000    0.000 core.py:4098(<genexpr>)
       36    0.000    0.000    0.000    0.000 core.py:4099(<genexpr>)
       31    0.000    0.000    0.000    0.000 core.py:4100(<genexpr>)
    24/12    0.000    0.000    0.002    0.000 core.py:4108(parseImpl)
       10    0.000    0.000    0.000    0.000 core.py:4147(_generateDefaultName)
       36    0.000    0.000    0.000    0.000 core.py:4148(<genexpr>)
        1    0.000    0.000    0.000    0.000 core.py:4177(Each)
        1    0.000    0.000    0.000    0.000 core.py:4344(ParseElementEnhance)
       64    0.000    0.000    0.001    0.000 core.py:4349(__init__)
       35    0.000    0.000    0.000    0.000 core.py:4370(recurse)
    33/15    0.000    0.000    0.002    0.000 core.py:4373(parseImpl)
     29/8    0.000    0.000    0.005    0.001 core.py:4379(leave_whitespace)
     27/7    0.000    0.000    0.002    0.000 core.py:4409(streamline)
       10    0.000    0.000    0.000    0.000 core.py:4430(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:4437(IndentedBlock)
        1    0.000    0.000    0.000    0.000 core.py:4443(_Indent)
        1    0.000    0.000    0.000    0.000 core.py:4449(_IndentGreater)
        1    0.000    0.000    0.000    0.000 core.py:450(DebugActions)
        1    0.000    0.000    0.000    0.000 core.py:4501(AtStringStart)
        1    0.000    0.000    0.000    0.000 core.py:4522(AtLineStart)
      225    0.001    0.000    0.001    0.000 core.py:455(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4555(FollowedBy)
        1    0.000    0.000    0.000    0.000 core.py:4578(__init__)
        1    0.000    0.000    0.000    0.000 core.py:4591(PrecededBy)
        1    0.000    0.000    0.000    0.000 core.py:4672(Located)
        1    0.000    0.000    0.000    0.000 core.py:47(<dictcomp>)
        1    0.000    0.000    0.000    0.000 core.py:4714(NotAny)
        3    0.000    0.000    0.000    0.000 core.py:4739(__init__)
        3    0.000    0.000    0.000    0.000 core.py:4753(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:4757(_MultipleMatch)
        8    0.000    0.000    0.000    0.000 core.py:4758(__init__)
        8    0.000    0.000    0.000    0.000 core.py:4773(stopOn)
       20    0.000    0.000    0.003    0.000 core.py:4779(parseImpl)
        1    0.000    0.000    0.000    0.000 core.py:4835(OneOrMore)
        1    0.000    0.000    0.000    0.000 core.py:4862(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:4866(ZeroOrMore)
        6    0.000    0.000    0.000    0.000 core.py:4879(__init__)
       18    0.000    0.000    0.002    0.000 core.py:4889(parseImpl)
        4    0.000    0.000    0.000    0.000 core.py:4895(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:4899(_NullToken)
        1    0.000    0.000    0.000    0.000 core.py:4907(Opt)
       23    0.000    0.000    0.000    0.000 core.py:4948(__init__)
       20    0.000    0.000    0.002    0.000 core.py:4956(parseImpl)
        5    0.000    0.000    0.000    0.000 core.py:4972(_generateDefaultName)
        1    0.000    0.000    0.000    0.000 core.py:4983(SkipTo)
      409    0.001    0.000    0.004    0.000 core.py:499(copy)
        1    0.000    0.000    0.000    0.000 core.py:5044(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5117(Forward)
        2    0.000    0.000    0.000    0.000 core.py:528(set_results_name)
        1    0.000    0.000    0.000    0.000 core.py:5363(TokenConverter)
       28    0.000    0.000    0.001    0.000 core.py:5368(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5373(Combine)
        9    0.000    0.000    0.005    0.001 core.py:5392(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5430(Group)
        4    0.000    0.000    0.000    0.000 core.py:5451(__init__)
       10    0.000    0.000    0.000    0.000 core.py:5456(postParse)
        1    0.000    0.000    0.000    0.000 core.py:5467(Dict)
        1    0.000    0.000    0.000    0.000 core.py:5509(__init__)
        1    0.000    0.000    0.000    0.000 core.py:5554(Suppress)
       14    0.000    0.000    0.000    0.000 core.py:5585(__init__)
        7    0.000    0.000    0.000    0.000 core.py:5590(__add__)
        4    0.000    0.000    0.000    0.000 core.py:5602(postParse)
        8    0.000    0.000    0.000    0.000 core.py:561(_setResultsName)
       12    0.000    0.000    0.000    0.000 core.py:5667(<lambda>)
        2    0.000    0.000    0.002    0.001 core.py:5684(srange)
        6    0.000    0.000    0.000    0.000 core.py:5711(<lambda>)
       97    0.000    0.000    0.000    0.000 core.py:5713(<genexpr>)
        8    0.000    0.000    0.000    0.000 core.py:5716(<genexpr>)
        5    0.000    0.000    0.000    0.000 core.py:5721(token_map)
        1    0.000    0.000    0.004    0.004 core.py:5798(<listcomp>)
       14    0.000    0.000    0.001    0.000 core.py:595(set_parse_action)
        1    0.000    0.000    0.000    0.000 core.py:6285(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6484(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6490(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6508(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6583(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6675(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6684(__init__)
       28    0.000    0.000    0.000    0.000 core.py:673(<genexpr>)
       14    0.000    0.000    0.001    0.000 core.py:675(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:6790(_frommethod)
       26    0.000    0.000    0.001    0.000 core.py:6801(__init__)
       26    0.000    0.000    0.001    0.000 core.py:6806(getdoc)
        3    0.000    0.000    0.000    0.000 core.py:681(add_parse_action)
        3    0.000    0.000    0.000    0.000 core.py:687(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:693(add_condition)
      139    0.000    0.000    0.000    0.000 core.py:757(preParse)
      138    0.000    0.000    0.000    0.000 core.py:772(postParse)
   273/11    0.001    0.000    0.005    0.000 core.py:776(_parseNoCache)
        1    0.000    0.000    0.000    0.000 core.py:790(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:799(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8136(_convert2ma)
       14    0.000    0.000    0.000    0.000 core.py:8149(__init__)
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainTan)
       14    0.000    0.000    0.000    0.000 core.py:8154(getdoc)
       14    0.000    0.000    0.000    0.000 core.py:8166(_replace_return_type)
        1    0.000    0.000    0.000    0.000 core.py:823(__init__)
        1    0.000    0.000    0.000    0.000 core.py:83(MaskedArrayFutureWarning)
